#,A,10,9,8,7,6,5,4,3,2
21,63.84%,88.86%,93.92%,93.06%,92.59%,90.28%,89.18%,88.88%,88.53%,88.20%
20,50.77%,54.64%,81.92%,86.12%,84.73%,80.11%,77.86%,77.23%,76.50%,75.80%
19,37.69%,43.50%,46.84%,73.26%,76.87%,69.49%,66.09%,65.09%,63.94%,62.83%
18,24.61%,32.35%,34.84%,37.33%,63.09%,58.86%,53.87%,52.50%,50.89%,49.34%
17,11.53%,21.21%,22.84%,24.47%,26.23%,42.32%,41.64%,39.45%,37.39%,35.36%
16,11.53%,21.21%,22.84%,24.47%,26.23%,42.32%,41.64%,39.45%,37.39%,35.36%
